	RJ5.00	RC5.00	timeline	trscode	D5.00	S1D5.00	S2D5.00	S3D5.00	V5.00	S1V5.00	S2V5.00	S3V5.00	timecode	début	fin	numEvent	événement	numAct	action	commentaires	numSpk	Spk	texte	texte-PxP	texte-colour	texte-support	dureeS1	dureeS2	PxP	colour	support	sumPxP	sumColour	sumSupport	pause	suivant	durée	plage	même	start	end	discours	émotion	excitation	noms	joueurs
1066			43335.0											433.35	433.97																				spk1	spk1	0.62	0.62	True							
1067	1.0	0.5	43400.0	00:07:14.00	1.1	1.1	0.0	0.0	1.17899249732	1.17899249732	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1068			43430.0											434.3	438.63																				spk1	spk1	4.33	4.33	True							
1069	1.0	0.5	43500.0	00:07:15.00	1.2	1.2	0.0	0.0	1.30151843818	1.30151843818	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1070			43538.0										43538.0	435.38	437.58			103	stade	spk1-114		spk1																								
1071	1.5	1.0	43600.0	00:07:16.00	1.7	1.7	0.0	0.0	1.86813186813	1.86813186813	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1072	1.5	1.0	43700.0	00:07:17.00	1.8	1.8	0.0	0.0	1.99115044248	1.99115044248	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1073			43752.0										43752.0	437.52	442.71						114.0	spk1	Jo Maso Bernard Laporte le manager et le sélectionneur de cette équipe de France		1		525.0													438.439	443.615	explication		1	Mas,Bernard Laporte	Nicolas Mas=Fr;Bernard Laporte=Fr
1074	1.0	1.0	43800.0	00:07:18.00	2.4	2.4	0.0	0.0	2.66666666667	2.66666666667	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1075	1.0	1.0	43900.0	00:07:19.00	2.4	2.4	0.0	0.0	2.51572327044	2.51572327044	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1076			43938.0											439.38	439.51																				spk1	spk1	0.13	0.13	True							
1077	1.0	1.0	44000.0	00:07:20.00	2.3	2.3	0.0	0.0	2.40334378265	2.40334378265	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1078			44007.0											440.07	440.19																				spk1	spk1	0.12	0.12	True							
1079			44069.0										44069.0	440.69	447.26			104	stade			spk1																								
1080	1.5	1.0	44100.0	00:07:21.00	2.9	2.9	0.0	0.0	3.06553911205	3.06553911205	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1081			44169.0											441.69	441.75																				spk1	spk1	0.06	0.06	True							
1082	1.5	1.0	44200.0	00:07:22.00	3.3	3.3	0.0	0.0	3.59869138495	3.59869138495	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1083			44269.0											442.69	442.73																				spk1	spk1	0.04	0.04	True							
1084	1.5	1.0	44300.0	00:07:23.00	4.0	4.0	0.0	0.0	4.4994375703	4.4994375703	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1085			44311.0											443.11	443.16																				spk1	spk1	0.05	0.05	True							
1086			44358.0											443.58	444.91																				spk1	spk1	1.33	1.33	True							
1087			44388.0										44388.0	443.88	447.48						115.0	spk1	peuvent souffler est-ce que l'équipe de France va pouvoir jouer un peu plus libérée maintenant		1		375.0													444.801	448.373	point de vue,question		1		
1088	1.0	0.5	44400.0	00:07:24.00	4.0	4.0	0.0	0.0	4.55580865604	4.55580865604	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1089	1.0	0.5	44500.0	00:07:25.00	3.4	3.4	0.0	0.0	3.81593714927	3.81593714927	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1090			44506.0											445.06	445.17																				spk1	spk1	0.11	0.11	True							
1091	0.5	0.0	44600.0	00:07:26.00	3.3	3.3	0.0	0.0	3.76282782212	3.76282782212	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1092			44604.0											446.04	446.08																				spk1	spk1	0.04	0.04	True							
1093			44611.0											446.11	446.22																				spk1	spk1	0.11	0.11	True							
1094			44648.0											446.48	446.62																				spk1	spk1	0.14	0.14	True							
1095	0.5	0.0	44700.0	00:07:27.00	3.2	3.2	0.0	0.0	3.63223609535	3.63223609535	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1096			44706.0											447.06	447.11																				spk1	spk1	0.05	0.05	True							
1097			44724.0											447.24	447.31																				spk1	spk1	0.07	0.07	True							
1098			44726.0										44726.0	447.26	452.14			105	stade			spk1																								
1099			44773.0											447.73	447.89																				spk1	spk1	0.16	0.16	True							
1100	1.0	0.0	44800.0	00:07:28.00	2.6	2.6	0.0	0.0	2.93785310734	2.93785310734	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1101			44826.0											448.26	450.27																				spk1	spk1	2.01	2.01	True							
1102	1.0	0.0	44900.0	00:07:29.00	2.5	2.5	0.0	0.0	2.81531531532	2.81531531532	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1103			44932.0										44932.0	449.32	450.24						116.0	spk1	c'est une question		1		100.0													450.224	451.135	affirmation		1		
1104	1.0	0.0	45000.0	00:07:30.00	3.1	3.1	0.0	0.0	3.50678733032	3.50678733032	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1105			45032.0											450.32	450.46																				spk1	spk1	0.14	0.14	True							
1106			45062.0											450.62	450.74																				spk1	spk1	0.12	0.12	True							
1107	0.5	0.0	45100.0	00:07:31.00	2.5	2.5	0.0	0.0	2.81531531532	2.81531531532	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1108			45111.0											451.11	453.73																				spk1	spk1	2.62	2.62	True							
1109	0.5	0.0	45200.0	00:07:32.00	2.3	2.3	0.0	0.0	2.50817884406	2.50817884406	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1110			45280.0										45280.0	452.8	454.24						117.0	spk1	coup de pied tombé pour ce renvoi	1.0			150.0													453.697	455.143	narration		1		
1111	0.5	0.0	45300.0	00:07:33.00	2.0	2.0	0.0	0.0	2.13903743316	2.13903743316	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1112			45381.0											453.81	453.86																				spk1	spk1	0.05	0.05	True							
1113	0.5	0.0	45400.0	00:07:34.00	1.8	1.8	0.0	0.0	1.90274841438	1.90274841438	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1114			45453.0											454.53	454.57																				spk1	spk1	0.04	0.04	True							
1115	0.5	0.0	45500.0	00:07:35.00	1.8	1.8	0.0	0.0	1.90274841438	1.90274841438	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1116			45506.0										45506.0	455.06	460.02	52	drop	106	grand coup de pied	spk1-117		spk1																								
1117			45507.0											455.07	456.76																				spk1	spk1	1.69	1.69	True							
1118			45580.0										45580.0	455.8	456.95						118.0	spk1	qu'on appelle aussi drop		1		125.0													456.725	457.884	explication		1		
1119	1.0	0.5	45600.0	00:07:36.00	1.4	1.4	0.0	0.0	1.44032921811	1.44032921811	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1120	1.0	0.5	45700.0	00:07:37.00	1.4	1.4	0.0	0.0	1.43737166324	1.43737166324	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1121			45778.0											457.78	462.5																				spk1	spk1	4.72	4.72	True							
1122	0.5	0.5	45800.0	00:07:38.00	1.8	1.8	0.0	0.0	1.84804928131	1.84804928131	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1123	0.5	0.5	45900.0	00:07:39.00	2.5	2.5	0.0	0.0	2.55362614913	2.55362614913	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1124	0.5	0.5	46000.0	00:07:40.00	1.9	1.9	0.0	0.0	1.96280991736	1.96280991736	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1125			46002.0										46002.0	460.02	460.1	52	drop	107	récupération	spk1-119		spk1																								
1126			46010.0										46010.0	460.1	460.18	53	passe	108	lâché			spk1																								
1127			46018.0										46018.0	460.18	460.34	53	passe	109	rebond			spk1																								
1128			46050.0										46050.0	460.5	461.18	53	passe	110	récupération			spk1																								
1129	2.5	1.0	46100.0	00:07:41.00	1.9	1.9	0.0	0.0	1.94871794872	1.94871794872	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1130			46118.0										46118.0	461.18	462.02	54	porté	111	porté			spk1																								
1131			46156.0										46156.0	461.56	463.4						119.0	spk1	et récupération de Raphaël Ibañez	1.0			200.0													462.461	464.307	narration suspensive		2	Raphaël Ibañez	Raphaël Ibañez=Fr
1132	3.0	1.0	46200.0	00:07:42.00	1.7	1.7	0.0	0.0	1.74358974359	1.74358974359	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1133	3.0	1.0	46300.0	00:07:43.00	1.6	1.6	0.0	0.0	1.62767039674	1.62767039674	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1134	3.0	1.0	46400.0	00:07:44.00	1.8	1.8	0.0	0.0	1.83112919634	1.83112919634	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1135			46415.0											464.15	467.23																				spk1	spk1	3.08	3.08	True							
1136			46438.0										46438.0	464.38	464.66	55	regroupement 	112	regroupement			spk1																								
1137	3.5	1.0	46500.0	00:07:45.00	2.3	2.3	0.0	0.0	2.33977619532	2.33977619532	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1138			46506.0										46506.0	465.06	465.3	55	regroupement 	113	extraction			spk1																								
1139			46538.0										46538.0	465.38	466.18	56	passe	114	passe	spk1-120		spk1																								
1140	4.0	1.0	46600.0	00:07:46.00	2.3	2.3	0.0	0.0	2.34454638124	2.34454638124	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1141			46618.0										46618.0	466.18	466.5	56	passe	115	réception			spk1																								
1142			46628.0										46628.0	466.28	467.04						120.0	spk1	Mignoni	1.0			100.0													467.19	467.941	narration		2	Mignoni	Pierre Mignoni=Fr
1143			46650.0										46650.0	466.5	470.66	57	coup de pied	116	grand coup de pied	spk1-121		spk1																								
1144	5.0	1.5	46700.0	00:07:47.00	2.5	2.5	0.0	0.0	2.54841997961	2.54841997961	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
1145			46768.0										46768.0	467.68	469.24						121.0	spk1	avec Skrela pour trouver	1.0			175.0													468.596	470.169	narration		2	Skrela	David Skrela=Fr
1146			46792.0											467.92	468.63																				spk1	spk1	0.71	0.71	True							
1147	5.0	1.5	46800.0	00:07:48.00	2.3	2.3	0.0	0.0	2.35655737705	2.35655737705	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1148	5.0	1.5	46900.0	00:07:49.00	1.7	1.7	0.0	0.0	1.74180327869	1.74180327869	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1149	5.0	1.5	47000.0	00:07:50.00	2.3	2.3	0.0	0.0	2.32793522267	2.32793522267	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1150			47014.0											470.14	471.87																				spk1	spk1	1.73	1.73	True							
1151			47074.0										47074.0	470.74	471.18	58	récupération	117	récupération	spk1-122		spk1																								
1152			47084.0										47084.0	470.84	471.71						122.0	spk1	pas la touche	1.0			100.0													471.742	472.631	narration		2		
1153	3.5	1.5	47100.0	00:07:51.00	2.7	2.7	0.0	0.0	2.73279352227	2.73279352227	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1154			47118.0										47118.0	471.18	471.54	59	porté	118	porté			spk1																								
1155			47162.0										47162.0	471.62	472.42	60	passe	119	passe			spk1																								
1156	4.0	1.5	47200.0	00:07:52.00	3.0	3.0	0.0	0.0	3.0518819939	3.0518819939	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1157			47242.0										47242.0	472.42	472.58	60	passe	120	réception			spk1																								
1158			47248.0										47248.0	472.48	475.52						123.0	spk1	forcer Nani Corleto à une relance il y excelle	1.0			325.0													473.385	476.415	point de vue	admiration	2	Corleto	Ignacio Corleto=Ar
1159			47258.0											472.58	473.5																				spk1	spk1	0.92	0.92	True							
1160			47274.0										47274.0	472.74	473.82	61	porté	121	porté			spk1																								
1161	5.0	1.5	47300.0	00:07:53.00	3.3	3.3	0.0	0.0	3.35025380711	3.35025380711	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1162			47386.0										47386.0	473.86	478.26	62	chandelle	122	petit coup de pied	spk1-123,spk1-124		spk1																								
1163	5.5	2.0	47400.0	00:07:54.00	3.3	3.3	0.0	0.0	3.37423312883	3.37423312883	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1164			47420.0											474.2	474.23																				spk1	spk1	0.03	0.03	True							
1165	5.0	2.0	47500.0	00:07:55.00	3.5	3.5	0.0	0.0	3.57873210634	3.57873210634	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
1166			47580.0										47580.0	475.8	477.24						124.0	spk1	Nani Corleto une chandelle	1.0			150.0													476.711	478.147	narration		2	Corleto	Ignacio Corleto=Ar
1167	4.0	1.5	47600.0	00:07:56.00	3.8	3.8	0.0	0.0	3.88945752303	3.88945752303	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1168			47636.0											476.36	476.75																				spk1	spk1	0.39	0.39	True							
1169	3.0	1.0	47700.0	00:07:57.00	3.8	3.8	0.0	0.0	4.17124039517	4.17124039517	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
1170			47760.0										47760.0	477.6	479.4						125.0	spk1	au point de chute Imanol Harinordoquy	1.0			200.0													478.511	480.291	narration suspensive		2	Imanol Harinordoquy	Imanol Harinordoquy=Fr
1171	3.0	1.0	47800.0	00:07:58.00	3.8	3.8	0.0	0.0	4.25055928412	4.25055928412	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1172			47811.0											478.11	478.56																				spk1	spk1	0.45	0.45	True							
1173			47830.0										47830.0	478.3	478.5	63	récupération	123	récupération	spk1-125		spk1																								
1174			47858.0										47858.0	478.58	478.9	64	passe	124	lâché			spk1																								
1175			47862.0											478.62	478.66																				spk1	spk1	0.04	0.04	True							
1176	4.0	1.5	47900.0	00:07:59.00	3.5	3.5	0.0	0.0	3.91498881432	3.91498881432	0.0	0.0																	1.0	1.0	0.0	1.0	1.0	0.0												
1177			47954.0										47954.0	479.54	479.69	64	passe	125	récupération			spk1																								
1178			47982.0										47982.0	479.82	480.62	65	porté	126	porté			spk1																								
1179			47984.0										47984.0	479.84	481.04						126.0	spk1	ouais en deux temps		1		125.0													480.75	481.948	narration	satisfaction	2		
1180	5.0	1.5	48000.0	00:08:00.00	2.9	2.9	0.0	0.0	3.23299888517	3.23299888517	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1181			48026.0											480.26	480.86																				spk1	spk1	0.6	0.6	True							
1182			48062.0										48062.0	480.62	481.3	66	regroupement	127	plaquage			spk1																								
1183	5.0	1.0	48100.0	00:08:01.00	2.5	2.5	0.0	0.0	2.78706800446	2.78706800446	0.0	0.0																	0.0	1.0	0.0	0.0	2.0	0.0												
1184			48110.0											481.1	481.42																				spk1	spk1	0.32	0.32	True							
1185			48136.0										48136.0	481.36	482.08						127.0	spk1	c'est bien fait		1		75.0													482.277	482.974	point de vue	satisfaction	2		
1186			48148.0											481.48	481.55																				spk1	spk1	0.07	0.07	True							
1187			48167.0											481.67	482.31																				spk1	spk1	0.64	0.64	True							
1188			48178.0										48178.0	481.78	483.93	66	regroupement 	128	regroupement			spk1																								
1189	4.5	1.0	48200.0	00:08:02.00	2.5	2.5	0.0	0.0	2.77777777778	2.77777777778	0.0	0.0																	0.0	1.0	0.0	0.0	1.0	0.0												
1190			48275.0											482.75	486.4																				spk1	spk1	3.65	3.65	True							
1191	3.5	1.0	48300.0	00:08:03.00	2.1	2.1	0.0	0.0	2.33333333333	2.33333333333	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1192	3.0	0.5	48400.0	00:08:04.00	2.5	2.5	0.0	0.0	2.91036088475	2.91036088475	0.0	0.0																	0.0	0.0	0.0	0.0	0.0	0.0												
1193			48462.0										48462.0	484.62	485.1	66	regroupement 	129	extraction			spk1																								
1194	3.5	0.5	48500.0	00:08:05.00	2.3	2.3	0.0	0.0	2.82902829028	2.82902829028	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1195			48543.0										48543.0	485.43	486.08						128.0	spk1	Mignoni	1.0			75.0													486.357	487.003	narration		2	Mignoni	Pierre Mignoni=Fr
1196			48550.0										48550.0	485.5	486.42	67	passe	130	passe	spk1-128		spk1																								
1197	4.0	1.0	48600.0	00:08:06.00	2.4	2.4	0.0	0.0	3.19573901465	3.19573901465	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
1198			48645.0										48645.0	486.45	486.66	67	passe	131	réception	spk1-129		spk1																								
1199			48669.0										48669.0	486.69	487.66	68	porté	132	porté	spk1-129		spk1																								
1200			48684.0										48684.0	486.84	489.52						129.0	spk1	avec euh Skrela y'a peut-être un coup à jouer sur l'extérieur	1.0			275.0													487.745	490.449	narration suspensive	espoir	2	Skrela	David Skrela=Fr
1201			48698.0											486.98	487.84																				spk1	spk1	0.86	0.86	True							
1202	5.0	2.0	48700.0	00:08:07.00	2.2	2.2	0.0	0.0	2.69277845777	2.69277845777	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1203			48766.0										48766.0	487.66	488.21	69	passe	133	passe			spk1																								
1204	5.5	2.0	48800.0	00:08:08.00	2.2	2.2	0.0	0.0	2.64105642257	2.64105642257	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
1205			48801.0											488.01	488.07																				spk1	spk1	0.06	0.06	True							
1206			48826.0										48826.0	488.26	488.45	69	passe	134	réception	spk1-130		spk1																								
1207			48838.0											488.38	488.67																				spk1	spk1	0.29	0.29	True							
1208			48845.0										48845.0	488.45	489.74	70	porté	135	porté	spk1-130		spk1																								
1209			48870.0											488.7	488.76																				spk1	spk1	0.06	0.06	True							
1210			48879.0											488.79	488.86																				spk1	spk1	0.07	0.07	True							
1211	5.5	2.5	48900.0	00:08:09.00	2.5	2.5	0.0	0.0	3.00120048019	3.00120048019	0.0	0.0																	1.0	0.0	0.0	2.0	0.0	0.0												
1212			48907.0											489.07	489.16																				spk1	spk1	0.09	0.09	True							
1213			48919.0											489.19	489.29																				spk1	spk1	0.1	0.1	True							
1214			48943.0											489.43	489.48																				spk1	spk1	0.05	0.05	True							
1215			48974.0										48974.0	489.74	491.06	71	regroupement	136	plaquage			spk1																								
1216			48976.0										48976.0	489.76	490.52						130.0	spk1	Heymans	1.0			100.0													490.67	491.415	narration		2	Heymans	Cédric Heymans=Fr
1217			48979.0											489.79	490.01																				spk1	spk1	0.22	0.22	True							
1218	5.0	2.5	49000.0	00:08:10.00	2.7	2.7	0.0	0.0	3.24909747292	3.24909747292	0.0	0.0																	1.0	0.0	0.0	1.0	0.0	0.0												
